index,ds_id,imdb_id,title,budget,release_year,vote_average,vote_count,features,language
1429,37799,tt1285016,The Social Network,40000000,2010,7.1,3492,davidfincher jesseeisenberg andrewgarfield hacker hacking creator frat party social network deposition intellectual property entrepreneur arrogance young entrepreneur facebook,en
1430,38357,tt1126618,Morning Glory,40000000,2010,6.1,420,rogermichell rachelmcadams harrisonford work ethic tv morning show tv reporter comedy drama romance,en
1431,23047,tt0479997,Season of the Witch,40000000,2011,5.2,756,dominicsena nicolascage ronperlman inquisition monk ambush witch hero fight horse ritual knife knight blood middle ages catholic church adventure fantasy action,en
1432,50348,tt1189340,The Lincoln Lawyer,40000000,2011,7,923,bradfurman matthewmcconaughey marisatomei judge arrest jury private investigator crime drama thriller,en
1433,39513,tt1092026,Paul,40000000,2011,6.5,1825,gregmottola sethrogen simonpegg san diego alien area 51 alien space craft shot in the knee duringcreditsstinger 1980s adventure comedy science fiction,en
1434,27582,tt0472399,The Mechanic,40000000,2011,6.3,1066,simonwest jasonstatham benfoster poison chicago prostitute martial arts assassin airport cemetery boat hitman chase machinegun coverup beautiful woman car crash action thriller crime,en
1435,49012,tt1334512,Arthur,40000000,2011,5.3,270,jasonwiner russellbrand helenmirren nanny remake billionaire nail gun overbearing mother man child duringcreditsstinger comedy romance,en
1436,41446,tt1262416,Scream 4,40000000,2011,6.1,930,wescraven davidarquette nevecampbell sheriff book knife horror rescue author masked killer hospital corpse horror mystery,en
1437,62835,tt1657507,Colombiana,40000000,2011,6.5,848,oliviermegaton zoesaldana cliffcurtis street gang uncle female assassin witness to murder action thriller crime drama,en
1438,49530,tt1637688,In Time,40000000,2011,6.7,3512,andrewniccol justintimberlake amandaseyfried bank future time dystopia race against time immortality on the run class differences cops and robbers rich vs poor action thriller science fiction,en
1439,64685,tt0477302,Extremely Loud & Incredibly Close,40000000,2011,6.9,726,stephendaldry thomashorn tomhanks based on novel autism key scavenger hunt death of father young boy new york city tambourine lock grieving post 911,en
1440,54054,tt1598828,One for the Money,40000000,2012,5.3,392,julieannerobinson katherineheigl jasonomara bounty hunter based on novel romance framed bail jumper woman director action comedy crime,en
1441,78698,tt1430615,Big Miracle,40000000,2012,6.6,153,kenkwapis drewbarrymore johnkrasinski whale alaska aftercreditsstinger duringcreditsstinger greenpeace animal protection adventure drama romance,en
1442,72358,tt0763831,A Thousand Words,40000000,2012,6,381,brianrobbins eddiemurphy allisonjanney liar literary agent drama comedy,en
1443,76494,tt1586265,What to Expect When You're Expecting,40000000,2012,5.8,611,kirkjones camerondiaz jenniferlopez based on novel adoption pregnant miscarriage expectant father pregnant wife vomiting expecting twins open air cinema giving birth romance comedy drama,en
1444,97630,tt1790885,Zero Dark Thirty,40000000,2012,6.7,1723,kathrynbigelow jessicachastain jasonclarke assassination cia hotel terrorist prisoner car dealer mossad van iraq pakistan osama bin laden man hunt navy seal f word female protagonist gunfight raid violence text message monkey dog special forces tied up military area 51 terrorist group torturing woman director al qaeda prison camp water torture suicide bombing 21st century ex special forces post 911 helicopter crash islamabad thriller drama history,en
1445,82687,tt1694020,The Guilt Trip,40000000,2012,5.4,287,annefletcher sethrogen barbrastreisand inventor road trip guilt mother son relationship woman director,en
1446,68179,tt0765446,Escape from Planet Earth,40000000,2013,5.7,337,callanbrunker brendanfraser robcorddry spaceship alien rescue escape planet astronaut  mission control animation comedy adventure family science fiction,en
1447,109410,tt0453562,42,40000000,2013,6.8,795,brianhelgeland chadwickboseman trknight baseball biography sport brooklyn dodgers,en
1448,168672,tt1800241,American Hustle,40000000,2013,6.8,2868,davidorussell christianbale bradleycooper con artist scam mobster fbi agent drama crime,en
1449,193756,tt1091191,Lone Survivor,40000000,2013,7.4,1549,peterberg markwahlberg taylorkitsch war survival navy seal military dangerous mission action drama thriller war,en
1450,64807,tt1661382,Grudge Match,40000000,2013,6,437,petersegal robertdeniro sylvesterstallone father son relationship sport rivalry elderly elderly man,en
1451,193610,tt2203939,The Other Woman,40000000,2014,6.2,1467,nickcassavetes camerondiaz lesliemann infidelity revenge unfaithful boyfriend woman sitting on a toilet public toilet marital infidelity laxative unfaithful husband comedy romance,en
1452,240832,tt2872732,Lucy,40000000,2014,6.3,6048,lucbesson scarlettjohansson morganfreeman artificial intelligence telepathy intelligence drug mule telekinesis futuristic drug superpower tough girl imax surgery brain capacity synthetic drug human brain action science fiction,en
1453,232672,tt1086772,Blended,40000000,2014,6.6,1028,frankcoraci drewbarrymore adamsandler africa blind date relationship family vacation family,en
1454,209451,tt1742044,Jersey Boys,40000000,2014,6.8,257,clinteastwood christopherwalken vincentpiazza biography based on play or musical music drama,en
1455,225886,tt1956620,Sex Tape,40000000,2014,5.2,1733,jakekasdan camerondiaz jasonsegel marriage internet relationship family sex tape,en
1456,100042,tt2096672,Dumb and Dumber To,40000000,2014,5.4,1140,bobbyfarrelly jimcarrey jeffdaniels friendship sequel road movie buddy comedy,en
1457,216015,tt2322441,Fifty Shades of Grey,40000000,2015,5.2,3350,samtaylorjohnson dakotajohnson jamiedornan based on novel perversion spanking billionaire bdsm woman director drama romance thriller,en
1458,266396,tt2515034,The Gunman,40000000,2015,5.5,397,pierremorel seanpenn jasminetrinca assassin hitman action drama crime,en
1459,257091,tt2561572,Get Hard,40000000,2015,5.9,961,etancohen willferrell kevinhart prison training framed embezzlement,en
1460,228066,tt1976009,Victor Frankenstein,40000000,2015,5.6,697,paulmcguigan jamesmcavoy danielradcliffe london england human experimentation frankenstein reanimated corpse frankensteins monster science experiment 19th century drama science fiction thriller,en
1461,296098,tt3682448,Bridge of Spies,40000000,2015,7.2,2633,stevenspielberg tomhanks markrylance spy cia cold war soviet union pilot lawyer american thriller drama,en
1462,323675,tt2869728,Ride Along 2,40000000,2016,6.1,567,timstory kevinhart icecube police sequel police officer brotherinlaw brotherinlaw relationship black men buddy film action comedy,en
1463,323675,tt2869728,Ride Along 2,40000000,2016,6.1,567,timstory kevinhart icecube police sequel police officer brotherinlaw brotherinlaw relationship black men buddy film action comedy,en
1464,302401,tt3774114,Snowden,40000000,2016,7,1285,oliverstone josephgordonlevitt shailenewoodley national security agency nsa biography surveillance whistleblower political thriller drama thriller,en
1465,259693,tt3065204,The Conjuring 2,40000000,2016,7,2018,jameswan patrickwilson verafarmiga london england england 1970s spirit single mother demon paranormal investigation demonic possession valak annabelle,en
1466,308266,tt2005151,War Dogs,40000000,2016,6.8,1392,toddphillips milesteller jonahhill corruption humor iraq weapon smuggling rise and fall drug american exceptionalism comedy crime drama,en
1467,278924,tt3522806,Mechanic: Resurrection,40000000,2016,5.3,1236,dennisgansel jasonstatham jessicaalba assassin sequel murder mechanic action crime thriller,en
1468,324786,tt2119532,Hacksaw Ridge,40000000,2016,7.8,3294,melgibson andrewgarfield samworthington japan world war ii violent father pacifism bible biography war conscientious objector based on true story gore religion soldier religious alcoholic war hero medic us military based on true events historical drama 1940s drama history war,en
1469,340945,tt2032572,USS Indianapolis: Men of Courage,40000000,2016,6,124,mariovanpeebles nicolascage tomsizemore world war ii based on true story 1940s action war,en
1470,293767,tt2513074,Billy Lynn's Long Halftime Walk,40000000,2016,5.9,158,anglee joealwyn kristenstewart post traumatic stress disorder based on novel war veteran soldier iraq war drama war,en
1471,331313,tt2387499,Keeping Up with the Joneses,40000000,2016,5.9,608,gregmottola zachgalifianakis islafisher action comedy,en
1472,339396,tt1542768,True Memoirs of an International Assassin,40000000,2016,5.8,230,jeffwadlow kevinjames mauricecompte comedy action,en
1473,340837,tt4731136,A Cure for Wellness,40000000,2017,6,939,goreverbinski danedehaan jasonisaacs switzerland therapist health darkness wellness employee patient violence drug remote swiss alps treatment cure accident wellness center institute incertitude mystery thriller horror science fiction,en
1474,324552,tt4425200,John Wick: Chapter 2,40000000,2017,6.7,2924,chadstahelski keanureeves common italy gun roof party sequel handshake thriller action crime,en
1475,173897,tt2592614,Resident Evil: The Final Chapter,40000000,2016,5.9,1139,paulwsanderson millajovovich iainglen helicopter monster underground mutant postapocalyptic dystopia sequel end of the world female soldier woman with gun resident evil zombie armageddon pistol based on video game heroine scifi thriller action horror science fiction,en
1476,433356,tt4943322,The Ottoman Lieutenant,40000000,2017,6.5,38,josephruben michielhuisman herahilmar nurse world war i lieutenant ottoman empire romance drama war,en
1477,141102,tt1984279,The Swan Princess Christmas,40000000,2012,6,17,jamesarrington maxineblue,en
1478,345914,tt4481514,The House,40000000,2017,5.9,91,andrewjcohen amypoehler willferrell,en
1479,9531,tt0086393,Superman III,39000000,1983,5.3,500,richardlester christopherreeve richardpryor saving the world dc comics super computer identity crisis loss of powers sequel superhero based on comic hacking super powers superhuman strength comedy action adventure fantasy science fiction,en
1480,9602,tt0094898,Coming to America,39000000,1988,6.5,944,johnlandis eddiemurphy arseniohall fast food restaurant prince heir to the throne fish out of water new york city fake identity duringcreditsstinger searching for love comedy romance,en
1481,8842,tt0312329,Against the Ropes,39000000,2004,4.5,32,charlessdutton megryan tonyshalhoub biography sport romance drama,en
1482,16320,tt0379786,Serenity,39000000,2005,7.4,1287,josswhedon nathanfillion ginatorres martial arts telepathy dystopia spaceship fugitive based on tv series planet throat slitting cannibal reavers operative ex soldier firefly science fiction action adventure thriller,en
1483,4141,tt0465602,Shoot 'Em Up,39000000,2007,6.3,589,michaeldavis cliveowen monicabellucci prostitute baby new love hero ball chase dying and death weapon shootout blood violence action thriller comedy crime,en
1484,24420,tt0452694,The Time Traveler's Wife,39000000,2009,6.7,815,robertschwentke ericbana rachelmcadams chicago sex based on novel nudity diary future time time travel marriage love romance travel tragic love relationship time traveler complication drama romance fantasy,en
1485,62214,tt1142977,Frankenweenie,39000000,2012,6.6,951,timburton charlietahan catherineohara shyness stop motion black and white retro dog animal death animal lover animation comedy family,en
1486,10534,tt0118158,White Squall,38000000,1996,6.3,86,ridleyscott jeffbridges carolinegoodall sailing trip diary sailing survival coming of age teenage boy discipline squall sail ship captain caribbean male bonding seasickness storm at sea 1960s action drama,en
1487,193,tt0111280,Star Trek: Generations,38000000,1994,6.4,461,davidcarson patrickstewart jonathanfrakes based on tv series death exploding planet mountain cabin solar system science fiction action adventure thriller,en
